abbreviation,replacement
societ.,society
socio-e.,socio-economic
socio-eco.,socio-economic
socio-econ.,socio-economic
socio-econom.,socio-economic
socio-environ.,socio-environmental
socio-environm.,socio-environmental
socio-leg.,socio-legal
socio.,sociology
socioecon.,socioeconomic
sociol.,sociology
sociomed.,sociomedical
société.,sociétés
sod.,soda
soe.,soest
soed.,soedirman
sof.,software
soff.,sofferenza
soffer.,sofferenza
soft.,software
softw.,software
software.,softwaretechnik
softwaretech.,softwaretechnik
sog.,sogang
soi.,soil
soil.,soils
sok.,sokoine
soken.,sokendai
sol.,solid
solar-t.,solar-terrestrial
solar-terr.,solar-terrestrial
solar-terrestr.,solar-terrestrial
solar.,solare
solicitor.,solicitors
solid-s.,solid-state
solid-st.,solid-state
solid.,solides
solide.,solides
solidific.,solidification
solidificat.,solidification
soll.,sollievo
soln.,solna
solo.,solos
solut.,solutions
solution.,solutions
solv.,solvay
som.,somerset
somat.,somatic
son.,songkla
sonder.,sonderforschungsbereich
sonderforsch.,sonderforschungsbereich
sonderforschungsber.,sonderforschungsbereich
sonnen.,sonnensystemforschung
sonnenphy.,sonnenphysik
sonnenphys.,sonnenphysik
sonnensystemforsch.,sonnensystemforschung
sono.,sonora
soo.,soochow
sop.,sophia
sophia-a.,sophia-antipolis
sophia.,sophiahemmet
sopr.,soprintendenza
sopri.,soprintendenza
soprint.,soprintendenza
soprinten.,soprintendenza
sor.,sorbonne
sorpt.,sorption
sos.,sostanze
sost.,sostanze
sostan.,sostanze
sou.,south
sour.,source
soura.,sourasky
sourc.,source
source.,sources
sous.,sousse
sout.,south
south-cen.,south-central
south-cent.,south-central
south-e.,south-east
south-east.,south-eastern
south-west.,south-western
south.,southern
southe.,southern
southeast.,southeastern
southw.,southwest
southwes.,southwest
southwest.,southwestern
sov.,soviet
sow.,sowie
soz.,sozialmedizin
sozial.,sozialmedizin
sozialfors.,sozialforschung
sozialforsch.,sozialforschung
sozialmed.,sozialmedizin
sozialpol.,sozialpolitik
sozialpolit.,sozialpolitik
sozialpsych.,sozialpsychiatrie
sozialpsychiat.,sozialpsychiatrie
sozialpsychiatr.,sozialpsychiatrie
sozialw.,sozialwissenschaften
sozialwis.,sozialwissenschaften
sozialwiss.,sozialwissenschaften
sozialwissens.,sozialwissenschaften
sozialwissensch.,sozialwissenschaften
sozialwissenschaft.,sozialwissenschaften
soziol.,soziologie
sp2m.,sp2mi
spa.,space
space.,spacecraft
space/a.,space/astronautical
space/astro.,space/astronautical
space/astron.,space/astronautical
space/astronaut.,space/astronautical
spacecr.,spacecraft
spalla.,spallanzani
spallan.,spallanzani
span.,spanish
sparta.,spartanburg
spat.,spatial
spatial.,spatiale
spatiale.,spatiales
spaz.,spaziale
spc.,spcts
spe.,special
spec.,special
speci.,special
special.,specialist
speciali.,specialist
specialist.,specialists
specializ.,specialized
specializz.,specializzazione
specializzaz.,specializzazione
specif.,specific
specj.,specjalistyczny
specja.,specjalistyczny
specjal.,specjalistyczny
specjalist.,specjalistyczny
specjalistycz.,specjalistyczny
specjalistyczn.,specjalistyczny
spect.,spectroscopy
spectr.,spectroscopy
spectra.,spectral
spectro.,spectroscopy
spectroch.,spectrochimie
spectrochem.,spectrochemistry
spectrochim.,spectrochimie
spectrom.,spectrometry
spectrome.,spectrometry
spectromet.,spectrometry
spectrometr.,spectrometry
spectros.,spectroscopy
spectrosc.,spectroscopy
spectrosco.,spectroscopy
spectroscop.,spectroscopy
sped.,spedali
speech-lang.,speech-language
spek.,spektroskopie
spekt.,spektroskopie
spektr.,spektroskopie
spektrochem.,spektrochemie
spektros.,spektroskopie
spektrosk.,spektroskopie
sper.,sperimentale
speri.,sperimentale
sperim.,sperimentale
sperime.,sperimentale
sperimen.,sperimentale
speriment.,sperimentale
sperimental.,sperimentale
sperimentaz.,sperimentazione
spet.,spettroscopia
spett.,spettroscopia
spettr.,spettroscopia
spettros.,spettroscopia
spettrosc.,spettroscopia
spez.,spezielle
spezi.,spezielle
speziel.,spezielle
sph.,sphere
spi.,spine
spin.,spine
spir.,spirito
spirit.,spirito
spit.,spital
spital.,spitalul
spl.,split
spli.,split
split.,splitu
spo.,sport
spon.,sponsored
spor.,sport
sport.,sports
sporthochsch.,sporthochschule
sportiv.,sportive
sportive.,sportives
sportm.,sportmedizin
sportmed.,sportmedizin
sports.,sportsmedicine
sportsmed.,sportsmedicine
sporttraumatol.,sporttraumatologie
sportwiss.,sportwissenschaft
spr.,spring
spra.,spray
sprachwiss.,sprachwissenschaft
spring.,springs
springe.,springer
sps.,spsms
spécialité.,spécialités
squ.,squibb
squad.,squadron
squi.,squibb
sri.,srinakharinwirot
srinagar.,srinagarind
sro.,sron
srod.,srodowiska
srodo.,srodowiska
srodow.,srodowiska
srodowis.,srodowiska
srodowisk.,srodowiska
srs.,srsmc
ssa.,ssab
ssk.,sskm
sss.,sssr
st-e.,st-etienne
st-p.,st-petersburg
st-pet.,st-petersburg
st-petersb.,st-petersburg
st-q.,st-quentin
sta.,state
staat.,staatliches
staatl.,staatliches
staatli.,staatliches
staatlic.,staatliches
staatlich.,staatliches
staats.,staatssammlung
staatsinst.,staatsinstitut
staatss.,staatssammlung
stab.,stability
stabil.,stability
stad.,stadt
stadt.,stadtisches
stadti.,stadtisches
stadtis.,stadtisches
stadtisch.,stadtisches
stadtkranken.,stadtkrankenhaus
stadtkrankenh.,stadtkrankenhaus
stadtkrankenha.,stadtkrankenhaus
stadtkrankenhaus.,stadtkrankenhauses
stadtkrankenhause.,stadtkrankenhauses
stadtsp.,stadtspital
stadtspit.,stadtspital
stadtw.,stadtwerke
staff.,staffordshire
stafford.,staffordshire
staffordsh.,staffordshire
stahl.,stahlbau
stam.,stamford
stampa.,stampar
stan.,stanford
stand.,standards
standar.,standards
standard.,standards
standardiz.,standardization
standardizat.,standardization
star.,stark
stars.,starship
starsh.,starship
stat.,state
state-prov.,state-province
state.,states
staten.,statens
stati.,statistics
station.,stations
statis.,statistics
statist.,statistics
statistic.,statistics
statistica.,statistical
statistiq.,statistique
statistique.,statistiques
stato.,statoil
statoil.,statoilhydro
stavrop.,stavropol
staz.,stazione
std.,stds
ste-j.,ste-justine
ste.,steel
sted.,stedman
steel.,steels
steer.,steering
stefan.,stefanyk
stein.,steinhardt
stel.,stellenbosch
stell.,stellenbosch
stella.,stellar
stellar-c.,stellar-chance
stelle.,stellenbosch
stem.,stempel
step.,stephen
stephen.,stephenson
ster.,stern
stereo.,stereotactic
stereoc.,stereochimica
stereochim.,stereochimica
stereol.,stereology
stereot.,stereotactic
stereotac.,stereotactic
stereotact.,stereotactic
stern.,sternberg
sternw.,sternwarte
stet.,stetson
stev.,stevens
sti.,stirling
stic.,stichting
stich.,stichting
sticht.,stichting
stif.,stiftung
stift.,stiftung
stil.,still
stim.,stimulation
stimul.,stimulation
stimulat.,stimulation
stine-h.,stine-haskell
stm.,stmicroelectronics
stmicroelectron.,stmicroelectronics
sto.,stockholm
stoch.,stochastics
stochast.,stochastics
stock.,stockholm
stockh.,stockholm
stockholm.,stockholms
stof.,stoffe
stoff.,stoffe
stoffw.,stoffwechsel
stoffwec.,stoffwechsel
stoffwech.,stoffwechsel
stoffwechs.,stoffwechsel
stoffwechsel.,stoffwechselkrankheiten
stoffwechselkran.,stoffwechselkrankheiten
stoffwechselkrank.,stoffwechselkrankheiten
stoffwechselkrankh.,stoffwechselkrankheiten
stoffwechselkrankhe.,stoffwechselkrankheiten
stol.,stollery
stoll.,stollery
stom.,stomatology
stomat.,stomatology
stomato.,stomatology
stomatog.,stomatognathic
stomatognath.,stomatognathic
stomatol.,stomatology
stomatolog.,stomatology
stomatologic.,stomatological
stor.,storage
stos.,stosowanej
stosow.,stosowanej
stosowan.,stosowanej
str.,structural
stra.,strasbourg
strah.,strahlentherapie
strahl.,strahlentherapie
strahlen-u.,strahlen-und
strahlen.,strahlentherapie
strahlenbio.,strahlenbiologie
strahlenbiol.,strahlenbiologie
strahlenchem.,strahlenchemie
strahlenforsch.,strahlenforschung
strahlenheilk.,strahlenheilkunde
strahlenk.,strahlenklinik
strahlenklin.,strahlenklinik
strahlenphy.,strahlenphysik
strahlenphys.,strahlenphysik
strahlensch.,strahlenschutz
strahlenther.,strahlentherapie
strahlentherap.,strahlentherapie
strahltech.,strahltechnik
strahltechn.,strahltechnik
strasb.,strasbourg
strasbou.,strasbourg
strass.,strasse
strat.,strathclyde
strate.,strategic
strateg.,strategic
strati.,stratigraphy
stratigr.,stratigraphy
stratigrap.,stratigraphy
stratigraph.,stratigraphy
stren.,strength
strength.,strengthening
strengthen.,strengthening
stri.,stritch
stro.,stroke
strom.,stromlo
stross.,strossmayer
strossm.,strossmayer
strossmay.,strossmayer
stroud.,stroudsburg
stru.,structural
struc.,structural
struct.,structural
structur.,structural
structural.,structurale
structurale.,structurales
structure.,structures
struk.,strukturforschung
strukt.,strukturforschung
struktur.,strukturforschung
strukturchem.,strukturchemie
strukturf.,strukturforschung
strukturforsc.,strukturforschung
strukturforsch.,strukturforschung
strut.,struttura
strutt.,struttura
struttur.,struttura
strutturis.,strutturistica
strutturist.,strutturistica
ström.,strömungsforschung
strömungsmech.,strömungsmechanik
stu.,studies
stud.,studies
stude.,student
studen.,student
student.,students
studi.,studies
studio.,studiorum
studiorum-u.,studiorum-university
studiorum-univ.,studiorum-university
studs.,studsvik
study.,studying
sturg.,sturgeon
stut.,stuttgart
stutt.,stuttgart
sty.,style
styl.,style
städ.,städtischen
städt.,städtischen
sua.,suan
sub-d.,sub-department
sub-dep.,sub-department
sub.,substances
subat.,subatomic
subato.,subatomic
subatom.,subatomic
subatomique.,subatomiques
subco.,subcommittee
subcom.,subcommittee
subcomm.,subcommittee
subd.,subdivision
subdep.,subdepartment
subdepart.,subdepartment
subdi.,subdivision
subdir.,subdireccion
subdirec.,subdireccion
subdirecc.,subdireccion
subdiv.,subdivision
subdivis.,subdivision
subf.,subfaculty
subfac.,subfaculty
subj.,subject
subject.,subjectivity
subm.,submarine
submar.,submarine
subs.,substances
subsid.,subsidiary
subst.,substances
substan.,substances
subsurf.,subsurface
subt.,subtropical
subtr.,subtropical
subtrop.,subtropical
subtropic.,subtropical
suc.,suceava
succ.,succursale
suce.,suceava
sud.,sudparis
sudd.,sudden
sudest.,sudeste
sue.,suez
suelo.,suelos
sug.,sugar
sui.,suite
suic.,suicide
sul.,sultan
sum.,sumitomo
suma.,sumatera
sun.,sungkyunkwan
sund.,sunderland
sung.,sungkyunkwan
suny-b.,suny-buffalo
suny.,sunyer
sup.,superior
supa.,supagro
supe.,superior
super-d.,super-diamond
super.,superior
superc.,superconductivity
supercomp.,supercomputing
supercomput.,supercomputing
supercon.,superconductivity
supercond.,superconductivity
superconduct.,superconductivity
supercrit.,supercritical
superfi.,superfine
superieu.,superieure
superieur.,superieure
superint.,superintendent
superintend.,superintendent
superior.,superiore
superiore.,superiores
superpl.,superplasticity
superplas.,superplasticity
superplast.,superplasticity
superplastic.,superplasticity
superspec.,superspeciality
superv.,supervision
supervis.,supervision
supervisor.,supervisory
supp.,support
suppl.,supply
supplem.,supplements
supplement.,supplements
support.,supported
supr.,supramolecular
supra.,supramolecular
supram.,supramolecular
supramol.,supramolecular
supramole.,supramolecular
supramolec.,supramolecular
supramolecul.,supramolecular
supér.,supérieure
supérieur.,supérieure
sur.,surgery
sura.,suranaree
surco.,surcolombiana
sure.,surendra
surf.,surface
surface.,surfaces
surfact.,surfactant
surg.,surgery
surge.,surgery
surgeo.,surgeons
surgeon.,surgeons
surgic.,surgical
surr.,surrey
surv.,survey
surve.,survey
surveil.,surveillance
surveill.,surveillance
survey.,surveying
surviv.,survival
sus.,sustainable
suscep.,susceptibility
suscept.,susceptibility
susceptib.,susceptibility
susceptibil.,susceptibility
sust.,sustainable
sustai.,sustainable
sustain.,sustainable
sustainab.,sustainable
sustainabil.,sustainability
sustentab.,sustentable
sve.,sveti
sver.,sverdrup
sverdl.,sverdlovsk
sverdlov.,sverdlovsk
sverige.,sveriges
sverkhtv.,sverkhtverdykh
svet.,sveti
sveu.,sveucilista
sveuc.,sveucilista
sveuci.,sveucilista
sveucil.,sveucilista
sveucilis.,sveucilista
svil.,sviluppo
svilup.,sviluppo
sw1.,sw17
swa.,swansea
swan.,swansea
swe.,swedish
swed.,swedish
swit.,switzerland
switch.,switching
switz.,switzerland
switzer.,switzerland
syd.,sydney
sygeh.,sygehus
syke.,sykehus
sykeh.,sykehus
sykehus.,sykehuset
sykt.,syktyvkar
syl.,sylvester
symb.,symbiosis
symbio.,symbiosis
symbiot.,symbiotic
symp.,symptom
syn.,synthesis
synap.,synaptic
synapt.,synaptic
sync.,synchrotron
synch.,synchrotron
synchr.,synchrotron
synchro.,synchrotron
synchrot.,synchrotron
synchrotr.,synchrotron
synchrotron.,synchrotronstrahlungslabor
synd.,syndrome
syndr.,syndrome
syndrome.,syndromes
synerg.,synergetic
synt.,synthesis
synth.,synthesis
synthelab.,synthelabo
synthes.,synthesis
synthet.,synthetic
synthetic.,synthetical
syph.,syphilology
syphil.,syphilology
syphilol.,syphilology
syr.,syracuse
syria.,syrian
sys.,systems
syst.,systems
syste.,systems
system.,systems
systemat.,systematics
systematis.,systematische
systemtech.,systemtechnik
systemtechn.,systemtechnik
systm.,systmes
systém.,systématique
systémique.,systémiques
szczecin.,szczecinie
szeged.,szegedi
szen.,szent
szent-g.,szent-gyorgyi
szent-gy.,szent-gyorgyi
szk.,szkola
szkol.,szkola
szp.,szpital
szpi.,szpital
szpit.,szpital
szpital.,szpitala
szt.,sztaki
séd.,sédimentologie
sédiment.,sédimentologie
sínt.,síntesis
sólido.,sólidos
t-syst.,t-systems
tab.,tabriz
tac.,tacoma
tach.,tachikawa
tact.,tactical
tad.,tadeu
tag.,tagore
tageskl.,tagesklinik
tagesklin.,tagesklinik
taha.,tahar
tai.,taiwan
taich.,taichung
tak.,takeda
taks.,taksim
tal.,tallinn
tallahasse.,tallahassee
tallin.,tallinn
tam.,tampere
tamp.,tampere
tan.,tanta
tana.,tanabe
tandheelk.,tandheelkunde
tandheelkund.,tandheelkunde
tans.,tanszek
tansz.,tanszek
tao-y.,tao-yuan
tap.,tapada
tar.,tarbiat
target.,targeting
tari.,tarim
tart.,tartu
tas.,tasmania
tash.,tashkent
tashk.,tashkent
tasm.,tasmania
tasmania.,tasmanian
tat.,tata
tatu.,tatung
tau.,taussig
taub.,taubman
tauten.,tautenburg
tautenbu.,tautenburg
tavi.,tavistock
tax.,taxonomy
taxon.,taxonomy
taxonom.,taxonomy
tbilis.,tbilisi
tea.,teaching
teac.,teaching
teach.,teaching
teacher.,teachers
tec.,technology
tech.,technology
techn.,technology
techni.,technical
technic.,technical
technicol.,technicolor
technik.,technikon
technion-i.,technion-israel
techniq.,techniques
technique.,techniques
technis.,technische
technisch-chem.,technisch-chemisches
technisch.,technische
technische.,technischen
techno.,technology
technol.,technology
technolg.,technolgy
technolo.,technology
technolog.,technology
technologic.,technological
technologie.,technologies
technologist.,technologists
technology-b.,technology-bombay
technop.,technopole
technopo.,technopole
techo.,techonology
techol.,techology
techonol.,techonology
tecn.,tecnologia
tecni.,tecnica
tecnic.,tecnica
tecnica.,tecnicas
tecno.,tecnologia
tecnol.,tecnologia
tecnolo.,tecnologia
tecnolog.,tecnologia
tecnologia.,tecnologias
tecnologica.,tecnologicas
tecnologie.,tecnologies
tecnología.,tecnologías
tecnológ.,tecnológico
tecnológica.,tecnológicas
tect.,tectonics
tecto.,tectonics
tecton.,tectonics
tectono.,tectonophysique
tectonophy.,tectonophysique
tectonophys.,tectonophysique
ted.,teda
tee.,teesside
tees.,teesside
teh.,tehran
tei.,teikyo
teilchenphy.,teilchenphysik
teilchenphys.,teilchenphysik
teilinst.,teilinstitut
tej.,tejidos
tek.,teknologi
tekh.,tekhnicheskij
tekhn.,tekhnicheskij
tekhnich.,tekhnicheskij
tekhnol.,tekhnologicheskij
tekhnolog.,tekhnologicheskij
tekhnologich.,tekhnologicheskij
tekn.,teknologi
teknisk-naturvit.,teknisk-naturvitenskapelige
teknisk-naturvitens.,teknisk-naturvitenskapelige
teknisk-naturvitensk.,teknisk-naturvitenskapelige
teknisk-naturvitenskap.,teknisk-naturvitenskapelige
teknisk-naturvitenskapel.,teknisk-naturvitenskapelige
tekno.,teknologi
teknol.,teknologi
tel-a.,tel-aviv
tel-h.,tel-hashomer
tel.,telecommunications
telc.,telcordia
telco.,telcordia
tele.,telecommunications
telec.,telecommunications
teleco.,telecommunications
telecom.,telecommunications
telecomm.,telecommunications
telecommu.,telecommunications
telecommun.,telecommunications
telecommuni.,telecommunications
telecommunic.,telecommunications
telecommunicat.,telecommunications
telecommunication.,telecommunications
telecomun.,telecomunicazioni
telecomunic.,telecomunicazioni
telecomunicac.,telecomunicacions
telecomunicacio.,telecomunicacions
telecomunicacion.,telecomunicacions
telecoop.,telecooperation
telecooper.,telecooperation
teledet.,teledetection
teledetec.,teledetection
teledetect.,teledetection
teleg.,telegraph
telegr.,telegraph
telegraf.,telegrafenberg
teleinf.,teleinformatics
teleinfo.,teleinformatics
teleinform.,teleinformatics
teleinformat.,teleinformatics
telek.,telekom
telekom.,telekommunikation
telekomm.,telekommunikation
telekommun.,telekommunikation
telekommunikat.,telekommunikation
telem.,telematics
telemat.,telematics
telemed.,telemedicine
teleph.,telephone
teles.,telescope
telesc.,telescope
telescope.,telescopes
telet.,telethon
teleth.,telethon
telev.,television
televis.,television
tell.,tella
tema.,temasek
temp.,temple
tempe.,temperature
temper.,temperature
temperature.,temperatures
temporomandibul.,temporomandibular
ten.,tennessee
tena.,tenaga
tenn.,tennessee
tennes.,tennessee
tennessee-m.,tennessee-memphis
teo.,teorica
teor.,teorica
teoret.,teoretycznej
teori.,teorica
tep.,tepecik
ter.,terra
tera.,terapia
terap.,terapia
terapeut.,terapeutica
terapeuti.,terapeutica
terapé.,terapéutica
terapéut.,terapéutica
terat.,teratology
teratol.,teratology
teren.,terengganu
term.,terme
termin.,terminal
tern.,ternopil
ternop.,ternopil
terr.,terra
terra.,terrassa
terre.,terrestrial
terres.,terrestrial
terrest.,terrestrial
terrestr.,terrestrial
terrestri.,terrestrial
terrestris.,terrestrische
terri.,territory
territ.,territory
territoire.,territoires
territor.,territory
territori.,territorio
territorial.,territoriale
tert.,tertiary
tes.,testing
test.,testing
tet.,tetra
tetn.,tetniczego
tetnic.,tetniczego
tetnicz.,tetniczego
tex.,texas
texas-h.,texas-houston
texas-p.,texas-pan
texas-s.,texas-southwestern
texas-southwest.,texas-southwestern
text.,textile
texti.,textile
textil.,textile
textile.,textiles
textilfor.,textilforschungszentrum
textilfors.,textilforschungszentrum
textilforsc.,textilforschungszentrum
textilforsch.,textilforschungszentrum
textilforschung.,textilforschungszentrum
textilforschungs.,textilforschungszentrum
textilt.,textiltechnik
textiltec.,textiltechnik
textiltech.,textiltechnik
textiltechn.,textiltechnik
teòr.,teòrica
teór.,teórica
teórica.,teóricas
thal.,thales
thamm.,thammasat
the.,theoretical
theag.,theagenion
theat.,theatre
them.,theme
thema.,thematic
themat.,thematic
theo.,theoretical
